"uid","title","journal","issue","volume","pages","date","year","authors","keywords","doi","article_no","isi_id","issn","isbn"
"WOS:000344598900034","Treatments for Nail Psoriasis: A Systematic Review by the GRAPPA Nail Psoriasis Work Group","JOURNAL OF RHEUMATOLOGY","11","41","2306-2314","NOV","2014","Armstrong, April W. | Tuong, William | Love, Thorvardur J. | Carneiro, Sueli | Grynszpan, Rachel | Lee, Steve S. | Kavanaugh, Arthur","NAIL PSORIASIS | TREATMENT | THERAPY | PSORIASIS | EFFICACY | EFFECTIVENESS","10.3899/jrheum.140881",NA,"AT0AI","0315-162X",NA
"WOS:000439446600007","Similar clinical outcomes following collagen or polyurethane meniscal scaffold implantation: a systematic review","KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","8","26","2259-2269","AUG","2018","Houck, Darby A. | Kraeutler, Matthew J. | Belk, John W. | McCarty, Eric C. | Bravman, Jonathan T.","Meniscus | Scaffold | Implant | Knee","10.1007/s00167-018-4838-1",NA,"GN8TQ","0942-2056",NA
"WOS:000442786300005","Ambulatory Inotrope Infusions in Advanced Heart Failure A Systematic Review and Meta-Analysis","JACC-HEART FAILURE","9","6","757-767","SEP","2018","Nizamic, Tiana | Murad, M. Hassan | Allen, Larry A. | McIlvennan, Colleen K. | Wordingham, Sara E. | Matlock, Daniel D. | Dunlay, Shannon M.","death | hospitalization | palliative care | risk | transplant","10.1016/j.jchf.2018.03.019",NA,"GR6RK","2213-1779",NA
"WOS:000449399700005","Clinical Outcomes Associated With Sickle Cell Trait A Systematic Review","ANNALS OF INTERNAL MEDICINE","9","169","619-+","NOV 6","2018","Naik, Rakhi P. | Smith-Whitley, Kim | Hassell, Kathryn L. | Umeh, Nkeiruka I. | de Montalembert, Mariane | Sahota, Puneet | Haywood, Carlton, Jr. | Jenkins, Jean | Lloyd-Puryear, Michele A. | Joiner, Clinton H. | Bonham, Vence L. | Kato, Gregory J.","","10.7326/M18-1161",NA,"GZ4UP","0003-4819",NA
"WOS:000432162600049","Utility of Modern Arthroscopic Simulator Training Models: A Meta-analysis and Updated Systematic Review","ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY","5","34","1650-1677","MAY","2018","Frank, Rachel M. | Wang, Kevin C. | Davey, Annabelle | Cotter, Eric J. | Cole, Brian J. | Romeo, Anthony A. | Bush-Joseph, Charles A. | Bach, Bernard R., Jr. | Verma, Nikhil N.","","10.1016/j.arthro.2017.10.048",NA,"GF7QF","0749-8063",NA
"WOS:000397314800026","Clarification needed for the systematic review of vitamin D trials in the ICU","INTENSIVE CARE MEDICINE","4","43","595-596","APR","2017","McNally, J. Dayre | Ginde, Adit A. | Amrein, Karin","","10.1007/s00134-016-4643-6",NA,"EP3XK","0342-4642",NA
"WOS:000412484500026","Early Versus Delayed Motion After Rotator Cuff Repair A Systematic Review of Overlapping Meta-analyses","AMERICAN JOURNAL OF SPORTS MEDICINE","12","45","2911-2915","OCT","2017","Houck, Darby A. | Kraeutler, Matthew J. | Schuette, Hayden B. | McCarty, Eric C. | Bravman, Jonathan T.","rotator cuff repair | early motion | delayed motion | immobilization | rehabilitation | meta-analysis","10.1177/0363546517692543",NA,"FJ1NL","0363-5465",NA
"WOS:000378520100034","Preventing Exacerbations in Preschoolers With Recurrent Wheeze: A Meta-analysis","PEDIATRICS","6","137","","JUN","2016","Kaiser, Sunitha V. | Huynh, Tram | Bacharier, Leonard B. | Rosenthal, Jennifer L. | Bakel, Leigh Anne | Parkin, Patricia C. | Cabana, Michael D.","","10.1542/peds.2015-4496",NA,"DP5EZ","0031-4005",NA
"WOS:000414011300018","Genome-Wide Association Meta-Analysis Reveals Novel Juvenile Idiopathic Arthritis Susceptibility Loci","ARTHRITIS & RHEUMATOLOGY","11","69","2222-2232","NOV","2017","McIntosh, Laura A. | Marion, Miranda C. | Sudman, Marc | Comeau, Mary E. | Becker, Mara L. | Bohnsack, John F. | Fingerlin, Tasha E. | Griffin, Thomas A. | Haas, J. Peter | Lovell, Daniel J. | Maier, Lisa A. | Nigrovic, Peter A. | Prahalad, Sampath | Punaro, Marilynn | Rose, Carlos D. | Wallace, Carol A. | Wise, Carol A. | Moncrieffe, Halima | Howard, Timothy D. | Langefeld, Carl D. | Thompson, Susan D.","","10.1002/art.40216",NA,"FL1YV","2326-5191",NA
"WOS:000453940000004","Intralesional and Laser-Assisted 5-Fluorouracil in Dermatologic Disease: A Systematic Review","JOURNAL OF DRUGS IN DERMATOLOGY","3","17","274-280","MAR","2018","Prince, Garrett T. | Cameron, Michael C. | Fathi, Ramin | Alkousakis, Theodore","",NA,NA,"HF1PX","1545-9616",NA
"WOS:000403047100001","Matrix-Assisted Autologous Chondrocyte Transplantation in the Knee: A Systematic Review of Mid- to Long-Term Clinical Outcomes","ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE","6","5","","JUN 6","2017","Schuette, Hayden B. | Kraeutler, Matthew J. | McCarty, Eric C.","matrix-assisted autologous chondrocyte transplantation | matrix-assisted chondrocyte implantation | knee | articular cartilage","10.1177/2325967117709250",NA,"EX2HN","2325-9671",NA
"WOS:000414511200006","Identification and characterization of outcome measures reported in animal models of epilepsy: Protocol for a systematic review of the literature-A TASK2 report of the AES/ILAE Translational Task Force of the ILAE","EPILEPSIA",NA,"58","68-77","NOV","2017","Simonato, Michele | Iyengar, Sloka | Brooks-Kayal, Amy | Collins, Stephen | Depaulis, Antoine | Howells, David W. | Jensen, Frances | Liao, Jing | Macleod, Malcolm R. | Patel, Manisha | Potschka, Heidrun | Walker, Matthew | Whittemore, Vicky | Sena, Emily S.","Systematic reviews | Meta-analysis | Animal models","10.1111/epi.13908",NA,"FL8PH","0013-9580",NA
"WOS:000438676100256","Meta-analysis comparing gastrointestinal toxicity among radiotherapy techniques in rectal cancer","RADIOTHERAPY AND ONCOLOGY",NA,"127","S792-S792","APR","2018","Wee, C. W. | Kang, H. C. | Wu, H. G. | Chie, E. K. | Park, J. M. | Kim, J. I. | Huang, C. M. | Wang, J. Y. | Ng, S. Y. | Goodman, K. A.","",NA,NA,"GN0PQ","0167-8140",NA
"WOS:000374248700011","Surgery as an Adjunctive Treatment for Multidrug-Resistant Tuberculosis: An Individual Patient Data Metaanalysis","CLINICAL INFECTIOUS DISEASES","7","62","887-895","APR 1","2016","Fox, Gregory J. | Mitnick, Carole D. | Benedetti, Andrea | Chan, Edward D. | Becerra, Mercedes | Chiang, Chen-Yuan | Keshavjee, Salmaan | Koh, Won-Jung | Shiraishi, Yuji | Viiklepp, Piret | Yim, Jae-Joon | Pasvol, Geoffrey | Robert, Jerome | Shim, Tae Sun | Shin, Sonya S. | Menzies, Dick | Collaborative Grp Meta-Anal Indivi","multidrug resistant tuberculosis | thoracic surgery | pneumonectomy | metaanalysis | individual patient data","10.1093/cid/ciw002",NA,"DJ5LD","1058-4838",NA
"WOS:000351313400002","Increased risk of unintentional injuries in adults with disabilities: A systematic review and meta-analysis","DISABILITY AND HEALTH JOURNAL","2","8","153-164","APR","2015","Shi, Xiuquan | Wheeler, Krista K. | Shi, Junxin | Stallones, Lorann | Ameratunga, Shanthi | Shakespeare, Tom | Xiang, Huiyun","Disability | Unintentional injuries | Falls | Occupational injuries","10.1016/j.dhjo.2014.09.012",NA,"CD7YY","1936-6574",NA
"WOS:000354441300614","The natural history of brain volume loss among patients with multiple sclerosis: a systematic literature review and meta-analysis","MULTIPLE SCLEROSIS JOURNAL",NA,"20","268-268","SEP","2014","Vollmer, T. | Signorovitch, J. E. | Huynh, L. | Galebach, P. | Kelley, C. | Marvel, J. | Di Bernardo, A. | Sasane, R.","",NA,NA,"CI0QA","1352-4585",NA
"WOS:000431742500017","Using qualitative methods to understand factors contributing to patient satisfaction among dermatology patients: a systematic review","JOURNAL OF DERMATOLOGICAL TREATMENT","3","29","290-294",NA,"2018","Gibbons, Caitlin | Singh, Sanminder | Gibbons, Brittany | Clark, Caitlin | Torres, Josefina | Cheng, Michelle Y. | Wang, Elizabeth A. | Armstrong, April W.","Qualitative research | patient satisfaction | dermatology | review","10.1080/09546634.2017.1364688",NA,"GF2BE","0954-6634",NA
"WOS:000395960900004","Initial severity of depression and efficacy of cognitive-behavioural therapy: individual-participant data meta-analysis of pill-placebo-controlled trials","BRITISH JOURNAL OF PSYCHIATRY","3","210","190-196","MAR","2017","Furukawa, Toshi A. | Weitz, Erica S. | Tanaka, Shiro | Hollon, Steven D. | Hofmann, Stefan G. | Andersson, Gerhard | Twisk, Jos | DeRubeis, Robert J. | Dimidjian, Sona | Hegerl, Ulrich | Mergl, Roland | Jarrett, Robin B. | Vittengl, Jeffrey R. | Watanabe, Norio | Cuijpers, Pim","","10.1192/bjp.bp.116.187773",NA,"EN4EN","0007-1250",NA
"WOS:000436607100023","Ovarian torsion in pediatric and adolescent patients: A systematic review","JOURNAL OF PEDIATRIC SURGERY","7","53","1387-1391","JUL","2018","Dasgupta, Roshni | Renaud, Elizabeth | Goldin, Adam B. | Baird, Robert | Cameron, Danielle B. | Arnold, Meghan A. | Diefenbach, Karen A. | Gosain, Ankush | Grabowski, Julia | Guner, Yigit S. | Jancelewicz, Tim | Kawaguchi, Akemi | Lal, Dave R. | Oyetunji, Tolulope A. | Ricca, Robert L. | Shelton, Julia | Somme, Stig | Williams, Regan F. | Downard, Cynthia D.","Ovarian torsion | Systematic review | Oophorectomy","10.1016/j.jpedsurg.2017.10.053",NA,"GK9WA","0022-3468",NA
"WOS:000429245900007","Pelvic Congestion Syndrome: Systematic Review of Treatment Success","SEMINARS IN INTERVENTIONAL RADIOLOGY","1","35","35-40","MAR","2018","Brown, Candace L. | Rizer, Magda | Alexander, Ryan | Sharpe, Emerson E., III | Rochon, Paul J.","interventional radiology | pelvic congestion syndrome | pelvic pain | venous reflux | embolization","10.1055/s-0038-1636519",NA,"GB7HQ","0739-9529",NA
"WOS:000468819502523","Meta-analysis of molecular features associated with aggressive prostate cancer","CANCER RESEARCH","13","78","","JUL","2018","Costello, James C. | Powers, Rani | Goodspeed, Andrew | Cramer, Scott D.","","10.1158/1538-7445.AM2018-4332",NA,"HZ4LO","0008-5472",NA
"WOS:000392524900098","Cap-Assisted Colonoscopy Improves Cecal Intubation Rate and Time: A Systematic Review and Meta-Analysis","GASTROINTESTINAL ENDOSCOPY","5","83","AB540-AB540","MAY","2016","Nutalapati, Venkat | Kanakadandi, Vijay | Desai, Madhav | Wani, Sachin | Bansal, Ajay | Olyaee, Mojtaba S. | Rastogi, Amit","",NA,NA,"EI5HM","0016-5107",NA
"WOS:000335351900001","A systematic review of special events to promote breast, cervical and colorectal cancer screening in the United States","BMC PUBLIC HEALTH",NA,"14","","MAR 24","2014","Escoffery, Cam | Rodgers, Kirsten C. | Kegler, Michelle C. | Haardoerfer, Regine | Howard, David H. | Liang, Shuting | Pinsker, Erika | Roland, Katherine B. | Allen, Jennifer D. | Ory, Marcia G. | Bastani, Roshan | Fernandez, Maria E. | Risendal, Betsy C. | Byrd, Theresa L. | Coronado, Gloria D.","Cancer screening | Early detection of cancer | Health promotion | Community health education | Breast neoplasms | Cervical neoplasms | Colorectal neoplasms","10.1186/1471-2458-14-274",NA,"AG3WZ","1471-2458",NA
"WOS:000398178900002","Depression in patients with peripheral arterial disease: A systematic review","EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING","3","16","181-193","MAR","2017","Brostow, Diana P. | Petrik, Megan L. | Starosta, Amy J. | Waldo, Stephen W.","Depression | review | peripheral arterial disease | peripheral vascular diseases","10.1177/1474515116687222",NA,"EQ6GD","1474-5151",NA
"WOS:000446549800012","Genome-wide association meta-analysis of age at first cannabis use","ADDICTION","11","113","2073-2086","NOV","2018","Minica, Camelia C. | Verweij, Karin J. H. | van der Most, Peter J. | Mbarek, Hamdi | Bernard, Manon | van Eijk, Kristel R. | Lind, Penelope A. | Liu, Meng Zhen | Maciejewski, Dominique F. | Palviainen, Teemu | Sanchez-Mora, Cristina | Sherva, Richard | Taylor, Michelle | Walters, Raymond K. | Abdellaoui, Abdel | Bigdeli, Timothy B. | Branje, Susan J. T. | Brown, Sandra A. | Casas, Miguel | Corley, Robin P. | Davey-Smith, George | Davies, Gareth E. | Ehli, Erik A. | Farrer, Lindsay | Fedko, Iryna O. | Garcia-Martinez, Iris | Gordon, Scott D. | Hartman, Catharina A. | Heath, Andrew C. | Hickie, Ian B. | Hickman, Matthew | Hopfer, Christian J. | Hottenga, Jouke Jan | Kahn, Rene S. | Kaprio, Jaakko | Korhonen, Tellervo | Kranzler, Henry R. | Krauter, Ken | van Lier, Pol A. C. | Madden, Pamela A. F. | Medland, Sarah E. | Neale, Michael C. | Meeus, Wim H. J. | Montgomery, Grant W. | Nolte, Ilja M. | Oldehinkel, Albertine J. | Pausova, Zdenka | Ramos-Quiroga, Josep A. | Richarte, Vanesa | Rose, Richard J. | Shin, Jean | Stallings, Michael C. | Wall, Tamara L. | Ware, Jennifer J. | Wright, Margaret J. | Zhao, Hongyu | Koot, Hans M. | Paus, Tomas | Hewitt, John K. | Ribases, Marta | Loukola, Anu | Boks, Marco P. | Snieder, Harold | Munafo, Marcus R. | Gelernter, Joel | Boomsma, Dorret I. | Martin, Nicholas G. | Gillespie, Nathan A. | Vink, Jacqueline M. | Derks, Eske M.","Age at first use | ATP2C2 | cannabis initiation | genome-wide association | heritability | substance use","10.1111/add.14368",NA,"GW0JL","0965-2140",NA
"WOS:000356178400013","Effect of Vitamin D Supplementation on Blood Pressure A Systematic Review and Meta-analysis Incorporating Individual Patient Data","JAMA INTERNAL MEDICINE","5","175","745-754","MAY","2015","Beveridge, Louise A. | Struthers, Allan D. | Khan, Faisel | Jorde, Rolf | Scragg, Robert | Macdonald, Helen M. | Alvarez, Jessica A. | Boxer, Rebecca S. | Dalbeni, Andrea | Gepner, Adam D. | Isbel, Nicole M. | Larsen, Thomas | Nagpal, Jitender | Petchey, William G. | Stricker, Hans | Strobel, Franziska | Tangpricha, Vin | Toxqui, Laura | Vaquero, M. Pilar | Wamberg, Louise | Zittermann, Armin | Witham, Miles D. | D-PRESSURE Collaboration","","10.1001/jamainternmed.2015.0237",NA,"CK4FQ","2168-6106",NA
"WOS:000385477900015","Neuromuscular Blocking Agents and Neuromuscular Dysfunction Acquired in Critical Illness: A Systematic Review and Meta-Analysis","CRITICAL CARE MEDICINE","11","44","2070-2078","NOV","2016","Price, David R. | Mikkelsen, Mark E. | Umscheid, Craig A. | Armstrong, Ehrin J.","acquired polyneuropathies | agents, neuromuscular blocking | critical illness polyneuropathy | neuromuscular blockers | nondepolarizing muscle relaxants | polyneuropathy","10.1097/CCM.0000000000001839",NA,"DY9TL","0090-3493",NA
"WOS:000347856100017","Percutaneous closure of patent foramen ovale in patients with cryptogenic embolism: a network meta-analysis","EUROPEAN HEART JOURNAL","2","36","120-+","JAN","2015","Stortecky, Stefan | da Costa, Bruno R. | Mattle, Heinrich P. | Carroll, John | Hornung, Marius | Sievert, Horst | Trelle, Sven | Windecker, Stephan | Meier, Bernhard | Juni, Peter","Patent foramen ovale | PFO | Transcatheter closure | Cryptogenic | Stroke | Embolism","10.1093/eurheartj/ehu292",NA,"AY9FX","0195-668X",NA
"WOS:000366134400353","Effect of Pirfenidone on All-Cause Mortality in Patients With Idiopathic Pulmonary Fibrosis (IPF): Comparison of Pooled Analysis With Meta-analysis From the ASCEND and CAPACITY Trials","CHEST","4","148","","OCT","2015","Nathan, Steven | Albera, Carlo | Bradford, Williamson | Costabel, Ulrich | Daigl, Monica | Kirchgaessler, Klaus-Uwe | Du Bois, Roland | Glaspole, Ian | Glassberg, Marilyn | King, Talmadge | Lancaster, Lisa | Lederer, David | Pereira, Carlos | Swigris, Jeffrey | Valeyre, Dominique | Noble, Paul","","10.1378/chest.2250247",NA,"CY0ZB","0012-3692",NA
"WOS:000367663600002","Genome-wide meta-analysis reveals common splice site acceptor variant in CHRNA4 associated with nicotine dependence","TRANSLATIONAL PSYCHIATRY",NA,"5","","OCT 6","2015","Hancock, D. B. | Reginsson, G. W. | Gaddis, N. C. | Chen, X. | Saccone, N. L. | Lutz, S. M. | Qaiser, B. | Sherva, R. | Steinberg, S. | Zink, F. | Stacey, S. N. | Glasheen, C. | Chen, J. | Gu, F. | Frederiksen, B. N. | Loukola, A. | Gudbjartsson, D. F. | Brueske, I. | Landi, M. T. | Bickeboeller, H. | Madden, P. | Farrer, L. | Kaprio, J. | Kranzler, H. R. | Gelernter, J. | Baker, T. B. | Kraft, P. | Amos, C. I. | Caporaso, N. E. | Hokanson, J. E. | Bierut, L. J. | Thorgeirsson, T. E. | Johnson, E. O. | Stefansson, K.","","10.1038/tp.2015.149",NA,"DA2YR","2158-3188",NA
"WOS:000429659702347","CAROTID ARTERY ENDARTERECTOMY VERSUS CAROTID ARTERY STENTING FOR RESTENOSIS AFTER CAROTID ARTERY ENDARTERECTOMY: A SYSTEMATIC REVIEW AND META-ANALYSIS","JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY","11","71","1097-1097","MAR 10","2018","Jonnalagadda, Anil Kumar | Texakalidis, Pavlos | Giannopoulos, Stefanos | Kokkinidis, Damianos G. | Armstrong, Ehrin J. | Machinis, Theofilos | Pascal, Jabbour M.","","10.1016/S0735-1097(18)31638-3",NA,"GC3BT","0735-1097",NA
"WOS:000345675300001","Discontinuation of Tenofovir Disoproxil Fumarate for Presumed Renal Adverse Events in Treatment-Naive HIV-1 Patients: Meta-analysis of Randomized Clinical Studies","HIV CLINICAL TRIALS","6","15","231-245","NOV-DEC","2014","Winston, Jonathan | Chonchol, Michel | Gallant, Joel | Durr, Jacques | Canada, Robert B. | Liu, Hui | Martin, Patty | Patel, Kiran | Hindman, Jason | Piontkowsky, David","adverse events | discontinuation | human immunodeficiency virus | renal toxicity | tenofovir disoproxil fumarate","10.1310/hct1506-231",NA,"AU5WW","1528-4336",NA
"WOS:000425386600074","Preoperative Use of Statins in Carotid Artery Stenting: A Systematic Review and Meta-analysis","JACC-CARDIOVASCULAR INTERVENTIONS","4","11","S29-S30","FEB 26","2018","Jonnalagadda, Anil Kumar K. | Texakalidis, Pavlos | Giannopoulos, Stefanos | Armstrong, Ehrin J. | Kokkinidis, Damianos G.","",NA,NA,"FW5VF","1936-8798",NA
"WOS:000209838200418","Effect Of Treatment With Pirfenidone In Patients With Idiopathic Pulmonary Fibrosis (ipf): A Meta-Analysis Of 5 Randomized, Double-Blind, Placebo Controlled Clinical Trials","AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE",NA,"189","",NA,"2014","Lederer, D. J. | Albera, C. | Bradford, W. Z. | Costabel, U. | du Bois, R. M. | Fagan, E. A. | Fishman, R. S. | Glaspole, I. | Glassberg, M. K. | King, T. E. | Lancaster, L. | Leff, J. A. | Nathan, S. D. | Pereira, C. A. | Sahn, S. A. | Swigris, J. J. | Valeyre, D. | Noble, P. W.","",NA,NA,"V45TF","1073-449X",NA
"WOS:000351009800013","Behavioral Treatment of Obesity in Patients Encountered in Primary Care Settings: A Systematic Review","OBSTETRICAL & GYNECOLOGICAL SURVEY","3","70","174-175","MAR","2015","Wadden, Thomas A. | Butryn, Meghan L. | Hong, Patricia S. | Tsai, Adam G.","",NA,NA,"CD3VD","0029-7828",NA
"WOS:000354498501019","ASSOCIATION BETWEEN BONE MINERAL DENSITY AND TYPE 1 DIABETES MELLITUS: A META-ANALYSIS OF OBSERVATIONAL STUDIES","VALUE IN HEALTH","3","18","A58-A58","MAY","2015","Shah, C. S. | Shah, V. N. | Likhar, N. | Mothe, R. K. | Kanukula, R. | Dang, A.","",NA,NA,"CI1IZ","1098-3015",NA
"WOS:000384127000010","Meta-analysis of genome-wide association studies of anxiety disorders","MOLECULAR PSYCHIATRY","10","21","1391-1399","OCT","2016","Otowa, T. | Hek, K. | Lee, M. | Byrne, E. M. | Mirza, S. S. | Nivard, M. G. | Bigdeli, T. | Aggen, S. H. | Adkins, D. | Wolen, A. | Fanous, A. | Keller, M. C. | Castelao, E. | Kutalik, Z. | der Auwera, S. V. | Homuth, G. | Nauck, M. | Teumer, A. | Milaneschi, Y. | Hottenga, J-J | Direk, N. | Hofman, A. | Uitterlinden, A. | Mulder, C. L. | Henders, A. K. | Medland, S. E. | Gordon, S. | Heath, A. C. | Madden, P. A. F. | Pergadia, M. L. | van der Most, P. J. | Nolte, I. M. | van Oort, F. V. A. | Hartman, C. A. | Oldehinkel, A. J. | Preisig, M. | Grabe, H. J. | Middeldorp, C. M. | Penninx, B. W. J. H. | Boomsma, D. | Martin, N. G. | Montgomery, G. | Maher, B. S. | van den Oord, E. J. | Wray, N. R. | Tiemeier, H. | Hettema, J. M.","","10.1038/mp.2015.197",NA,"DX1KT","1359-4184",NA
