"","doi","pmid","uid","title","year","journal"
"202","10.1097/AOG.0000000000001875",28121813,"WOS:000393662600022","GROUP PRENATAL CARE COMPARED WITH TRADITIONAL PRENATAL CARE: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2018,"Obstetrics and gynecology"
"203","",30550077,"WOS:000390978200004","EXPERIENCES AND VALUES OF LATINOS WITH END STAGE RENAL DISEASE: A SYSTEMATIC REVIEW OF QUALITATIVE STUDIES.",2019,"Nephrology nursing journal : journal of the American Nephrology Nurses' Association"
"204","10.1097/CIN.0000000000000231",26955009,"WOS:000376462300003","HEALTH WORKER MHEALTH UTILIZATION: A SYSTEMATIC REVIEW.",2017,"Computers, informatics, nursing : CIN"
"205","",26735296,"WOS:000379911700005","WILL PREOPERATIVE SMOKING CESSATION PROGRAMS GENERATE LONG-TERM CESSATION? A SYSTEMATIC REVIEW AND META-ANALYSIS.",2017,"The American journal of managed care"
"206","10.1002/LARY.27627",30570760,NA,"MANAGEMENT OF N0 NECK IN EARLY ORAL SQUAMOUS CELL CARCINOMA: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2019,"The Laryngoscope"
"207","10.1097/ALN.0000000000002490",30550426,NA,"SUCCINYLCHOLINE USE AND DANTROLENE AVAILABILITY FOR MALIGNANT HYPERTHERMIA TREATMENT: DATABASE ANALYSES AND SYSTEMATIC REVIEW.",2019,"Anesthesiology"
"208","10.1111/JOCS.13938",30548698,NA,"PERMANENT PACEMAKER IMPLANTATION AND PARAVALVULAR LEAK RATES FOLLOWING SUTURELESS AORTIC VALVE OPERATIONS.",2019,"Journal of cardiac surgery"
"209","10.1097/AOG.0000000000003029",30531578,NA,"REPRODUCTIVE HEALTH CARE IN CATHOLIC FACILITIES: A SCOPING REVIEW.",2018,"Obstetrics and gynecology"
"210","10.1016/J.CARREV.2018.10.028",30447898,NA,"ENDOVASCULAR MANAGEMENT OF FEMOROPOPLITEAL IN-STENT RESTENOSIS: A SYSTEMATIC REVIEW.",2018,"Cardiovascular revascularization medicine : including molecular interventions"
"211","10.1177/2325967118801762",30364394,NA,"FIXED- VERSUS ADJUSTABLE-LOOP FEMORAL CORTICAL SUSPENSION DEVICES FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: A SYSTEMATIC REVIEW AND META-ANALYSIS OF BIOMECHANICAL STUDIES.",2018,"Orthopaedic journal of sports medicine"
"212","10.1093/HUMUPD/DMY032",30307509,NA,"EXPOSURE TO NON-PERSISTENT CHEMICALS IN CONSUMER PRODUCTS AND FECUNDABILITY: A SYSTEMATIC REVIEW.",2019,"Human reproduction update"
"213","10.1016/J.JPEDS.2018.08.042",30297287,NA,"AIRWAY MICROBIOME AND DEVELOPMENT OF BRONCHOPULMONARY DYSPLASIA IN PRETERM INFANTS: A SYSTEMATIC REVIEW.",2019,"The Journal of pediatrics"
"214","10.1159/000493122",30278434,NA,"MICROPAPULAR CUTANEOUS SARCOIDOSIS REVIEWED.",2019,"Dermatology (Basel, Switzerland)"
"215","10.1080/09638288.2018.1492031",30261758,NA,"FACTORS INFLUENCING PARTICIPATION IN PHYSICAL ACTIVITY AFTER DYSVASCULAR AMPUTATION: A QUALITATIVE META-SYNTHESIS.",2019,"Disability and rehabilitation"
"216","10.1111/1471-0528.15476",30230190,NA,"ASSOCIATIONS BETWEEN MATERNAL PHYSICAL ACTIVITY IN EARLY AND LATE PREGNANCY AND OFFSPRING BIRTH SIZE: REMOTE FEDERATED INDIVIDUAL LEVEL META-ANALYSIS FROM EIGHT COHORT STUDIES.",2019,"BJOG : an international journal of obstetrics and gynaecology"
"217","10.1016/J.NUT.2018.05.018",30223233,NA,"PARTIALLY HYDROLYZED FORMULA IN NON-EXCLUSIVELY BREASTFED INFANTS: A SYSTEMATIC REVIEW AND EXPERT CONSENSUS.",2019,"Nutrition (Burbank, Los Angeles County, Calif.)"
"218","10.1016/J.JPEDSURG.2018.08.058",30220452,NA,"OVARIAN MASSES IN THE CHILD AND ADOLESCENT: AN AMERICAN PEDIATRIC SURGICAL ASSOCIATION OUTCOMES AND EVIDENCE-BASED PRACTICE COMMITTEE SYSTEMATIC REVIEW.",2019,"Journal of pediatric surgery"
"219","10.1038/S41436-018-0141-2",30214070,NA,"DEVELOPING A GENETIC SERVICES ASSESSMENT TOOL TO INFORM QUALITY IMPROVEMENT EFFORTS IN STATE GENETIC SERVICE DELIVERY.",2019,"Genetics in medicine : official journal of the American College of Medical Genetics"
"220","10.1016/J.RESUSCITATION.2018.09.004",30201536,NA,"DIAGNOSTIC YIELD OF NON-INVASIVE IMAGING IN PATIENTS FOLLOWING NON-TRAUMATIC OUT-OF-HOSPITAL SUDDEN CARDIAC ARREST: A SYSTEMATIC REVIEW.",2019,"Resuscitation"
"221","10.1016/J.JACI.2016.08.057",30201514,NA,"AN ADMIXTURE MAPPING META-ANALYSIS IMPLICATES GENETIC VARIATION AT 18Q21 WITH ASTHMA SUSCEPTIBILITY IN LATINOS.",2019,"The Journal of allergy and clinical immunology"
"222","10.12688/WELLCOMEOPENRES.12583.3",30175238,NA,"META-ANALYSIS OF EXOME ARRAY DATA IDENTIFIES SIX NOVEL GENETIC LOCI FOR LUNG FUNCTION.",2019,"Wellcome open research"
"223","",30142706,NA,"CANNABINOIDS IN DERMATOLOGY: A SCOPING REVIEW.",2018,"Dermatology online journal"
"224","10.1542/PEDS.2018-2096",30126937,NA,"DIAGNOSIS, EVALUATION, AND MANAGEMENT OF HIGH BLOOD PRESSURE IN CHILDREN AND ADOLESCENTS.",2019,"Pediatrics"
"225","10.1093/ABM/KAX026",30124759,NA,"N-OF-1 RANDOMIZED INTERVENTION TRIALS IN HEALTH PSYCHOLOGY: A SYSTEMATIC REVIEW AND METHODOLOGY CRITIQUE.",2019,"Annals of behavioral medicine : a publication of the Society of Behavioral Medicine"
"226","10.1002/PHAR.2172",30101529,NA,"RE-EVALUATING THE UTILITY OF STRESS ULCER PROPHYLAXIS IN THE CRITICALLY ILL PATIENT: A CLINICAL SCENARIO-BASED META-ANALYSIS.",2019,"Pharmacotherapy"
"227","10.1155/2018/8546568",30057608,NA,"RIDGE PRESERVATION PROCEDURES AFTER TOOTH EXTRACTIONS: A SYSTEMATIC REVIEW.",2018,"International journal of dentistry"
"228","10.1093/INTQHC/MZY141",30020489,NA,"QUALITY OF ESSENTIAL SURGICAL CARE IN LOW- AND MIDDLE-INCOME COUNTRIES: A SYSTEMATIC REVIEW OF THE LITERATURE.",2019,"International journal for quality in health care : journal of the International Society for Quality in Health Care"
"229","10.1111/GCB.14394",29999577,NA,"DIFFERENTIAL RESPONSES OF CARBON-DEGRADING ENZYME ACTIVITIES TO WARMING: IMPLICATIONS FOR SOIL RESPIRATION.",2019,"Global change biology"
"230","10.1136/BMJGH-2018-000810",29989045,NA,"PERIOPERATIVE MORTALITY RATES IN LOW-INCOME AND MIDDLE-INCOME COUNTRIES: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2019,"BMJ global health"
"231","10.1097/LBR.0000000000000519",29901533,NA,"ARE TRANSBRONCHIAL CRYOBIOPSIES READY FOR PRIME TIME?: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2019,"Journal of bronchology &amp; interventional pulmonology"
"232","10.1038/S41467-018-04362-X",29844566,NA,"STUDY OF 300,486 INDIVIDUALS IDENTIFIES 148 INDEPENDENT GENETIC LOCI INFLUENCING GENERAL COGNITIVE FUNCTION.",2018,"Nature communications"
"233","10.1213/ANE.0000000000003409",29782404,NA,"EVALUATING PATIENT-CENTERED OUTCOMES IN CLINICAL TRIALS OF PROCEDURAL SEDATION, PART 2 SAFETY: SEDATION CONSORTIUM ON ENDPOINTS AND PROCEDURES FOR TREATMENT, EDUCATION, AND RESEARCH RECOMMENDATIONS.",2019,"Anesthesia and analgesia"
"234","10.1016/J.ANNEMERGMED.2018.03.039",29753517,NA,"LIBERAL VERSUS RESTRICTIVE INTRAVENOUS FLUID THERAPY FOR EARLY SEPTIC SHOCK: RATIONALE FOR A RANDOMIZED TRIAL.",2019,"Annals of emergency medicine"
"235","",29671523,NA,"DIABETES EDUCATION AND GLYCEMIC CONTROL.",2019,"American family physician"
"236","10.1016/J.CHIABU.2018.03.028",29665506,NA,"INTIMATE PARTNER VIOLENCE VICTIMIZATION AND PARENTING: A SYSTEMATIC REVIEW.",2019,"Child abuse &amp; neglect"
"237","10.1038/S41588-018-0084-1",29632382,NA,"REFINING THE ACCURACY OF VALIDATED TARGET IDENTIFICATION THROUGH CODING VARIANT FINE-MAPPING IN TYPE 2 DIABETES.",2019,"Nature genetics"
"238","10.1177/1745506518766709",29623772,NA,"SCREENING, MANAGEMENT, AND TREATMENT OF INTIMATE PARTNER VIOLENCE AMONG WOMEN IN LOW-RESOURCE SETTINGS.",2019,"Women's health (London, England)"
"239","10.4088/PCC.17R02196",29570963,NA,"COMPUTER-ASSISTED COGNITIVE-BEHAVIOR THERAPY FOR DEPRESSION IN PRIMARY CARE: SYSTEMATIC REVIEW AND META-ANALYSIS.",2018,"The primary care companion for CNS disorders"
"240","10.1176/APPI.AJP.2018.17070836",29558816,NA,"PRENATAL PRIMARY PREVENTION OF MENTAL ILLNESS BY MICRONUTRIENT SUPPLEMENTS IN PREGNANCY.",2019,"The American journal of psychiatry"
"241","10.1007/S40615-018-0468-Z",29508374,NA,"FACTORS RELATED TO PHYSICIAN CLINICAL DECISION-MAKING FOR AFRICAN-AMERICAN AND HISPANIC PATIENTS: A QUALITATIVE META-SYNTHESIS.",2019,"Journal of racial and ethnic health disparities"
"242","10.1016/J.WNEU.2018.02.033",29454115,NA,"TRAUMATIC SPINAL INJURY: GLOBAL EPIDEMIOLOGY AND WORLDWIDE VOLUME.",2018,"World neurosurgery"
"243","10.1177/1076029617746506",29439639,NA,"THROMBIN GENERATION BIOMARKERS DECLINE WITH PARENTERAL ANTICOAGULATION-AN OVERLOOKED MEANS OF ANTICOAGULATION MONITORING?",2018,"Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis"
"244","10.1016/J.CHIABU.2018.01.014",29366596,NA,"THE POTENTIAL USE OF SOCIAL MEDIA AND OTHER INTERNET-RELATED DATA AND COMMUNICATIONS FOR CHILD MALTREATMENT SURVEILLANCE AND EPIDEMIOLOGICAL RESEARCH: SCOPING REVIEW AND RECOMMENDATIONS.",2019,"Child abuse &amp; neglect"
"245","10.1136/OPENHRT-2017-000744",29344382,NA,"ADVANCED THERAPIES FOR THE MANAGEMENT OF ADULTS WITH PULMONARY ARTERIAL HYPERTENSION DUE TO CONGENITAL HEART DISEASE: A SYSTEMATIC REVIEW.",2019,"Open heart"
"246","10.1093/ALCALC/AGX101",29329373,NA,"CO-EXISTING HEPATITIS C AND ALCOHOLIC LIVER DISEASE: A DIMINISHING INDICATION FOR LIVER TRANSPLANTATION?",2018,"Alcohol and alcoholism (Oxford, Oxfordshire)"
"247","10.1210/JC.2017-01802",29325163,NA,"TRANSETHNIC EVALUATION IDENTIFIES LOW-FREQUENCY LOCI ASSOCIATED WITH 25-HYDROXYVITAMIN D CONCENTRATIONS.",2018,"The Journal of clinical endocrinology and metabolism"
"248","10.5055/JOM.2017.0415",29308584,NA,"DO ABUSE DETERRENT OPIOID FORMULATIONS WORK?",2018,"Journal of opioid management"
"249","10.1097/TA.0000000000001764",29283970,NA,"PREHOSPITAL SPINE IMMOBILIZATION/SPINAL MOTION RESTRICTION IN PENETRATING TRAUMA: A PRACTICE MANAGEMENT GUIDELINE FROM THE EASTERN ASSOCIATION FOR THE SURGERY OF TRAUMA (EAST).",2019,"The journal of trauma and acute care surgery"
"250","10.1080/09638288.2017.1411982",29212379,NA,"PROVISION OF REHABILITATION SERVICES FOR CHILDREN WITH DISABILITIES LIVING IN LOW- AND MIDDLE-INCOME COUNTRIES: A SCOPING REVIEW.",2019,"Disability and rehabilitation"
"251","10.1038/NATURE24621",29088705,NA,"A COMMUNAL CATALOGUE REVEALS EARTH'S MULTISCALE MICROBIAL DIVERSITY.",2018,"Nature"
"252","10.1111/NUF.12236",29077202,NA,"META-SYNTHESIS ON NURSE PRACTITIONER AUTONOMY AND ROLES IN AMBULATORY CARE.",2018,"Nursing forum"
"253","10.1097/MOO.0000000000000405",28984699,NA,"EMERGING TECHNIQUES IN ASSESSMENT AND TREATMENT OF MUSCLE TENSION DYSPHONIA.",2018,"Current opinion in otolaryngology &amp; head and neck surgery"
"254","10.1097/LGT.0000000000000338",28953110,NA,"ASCCP COLPOSCOPY STANDARDS: ROLE OF COLPOSCOPY, BENEFITS, POTENTIAL HARMS, AND TERMINOLOGY FOR COLPOSCOPIC PRACTICE.",2018,"Journal of lower genital tract disease"
"255","10.1111/JONM.12519",28940765,NA,"CONSENSUS ACHIEVEMENT OF LEADERSHIP, ORGANISATIONAL AND INDIVIDUAL FACTORS THAT INFLUENCE SAFETY CLIMATE: IMPLICATIONS FOR NURSING MANAGEMENT.",2018,"Journal of nursing management"
"256","10.1111/SLTB.12369",28731200,NA,"SUICIDAL SELF-DIRECTED VIOLENCE AMONG HOMELESS US VETERANS: A SYSTEMATIC REVIEW.",2018,"Suicide &amp; life-threatening behavior"
"257","10.1016/J.SMRV.2017.04.002",28625480,NA,"ADHERENCE TO POSITIVE AIRWAY PRESSURE TREATMENT AMONG MINORITY POPULATIONS IN THE US: A SCOPING REVIEW.",2018,"Sleep medicine reviews"
"258","10.1038/NG.3892",28604730,NA,"LARGE-SCALE ASSOCIATION ANALYSIS IDENTIFIES NEW LUNG CANCER SUSCEPTIBILITY LOCI AND HETEROGENEITY IN GENETIC SUSCEPTIBILITY ACROSS HISTOLOGICAL SUBTYPES.",2017,"Nature genetics"
"259","10.1016/J.WEM.2016.12.006",28601210,NA,"TRANEXAMIC ACID USE IN PREHOSPITAL UNCONTROLLED HEMORRHAGE.",2018,"Wilderness &amp; environmental medicine"
"260","10.1177/1758573217700833",28588655,NA,"HOW SHOULD I FIXATE THE SUBSCAPULARIS IN TOTAL SHOULDER ARTHROPLASTY? A SYSTEMATIC REVIEW OF PERTINENT SUBSCAPULARIS REPAIR BIOMECHANICS.",2018,"Shoulder &amp; elbow"
"261","10.1097/SCS.0000000000003722",28582304,NA,"SURGICAL OUTCOMES FOR SPEECH SURGERY IN 22Q11.2 DELETION SYNDROME: THE DILEMMA OF PERSISTENT VELOPHARYNGEAL INSUFFICIENCY AFTER PHARYNGEAL FLAP OPERATION.",2018,"The Journal of craniofacial surgery"
"262","10.1055/S-0043-106578",28573176,NA,"RECURRENCE OF INTESTINAL METAPLASIA AND EARLY NEOPLASIA AFTER ENDOSCOPIC ERADICATION THERAPY FOR BARRETT'S ESOPHAGUS: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2018,"Endoscopy international open"
"263","10.1002/PHAR.1962",28556176,NA,"LIXISENATIDE, A ONCE-DAILY PRANDIAL GLUCAGON-LIKE PEPTIDE-1 RECEPTOR AGONIST FOR THE TREATMENT OF ADULTS WITH TYPE 2 DIABETES.",2018,"Pharmacotherapy"
"264","10.1016/J.CHILDYOUTH.2016.09.002",28496286,NA,"MENTAL HEALTH INTERVENTIONS FOR CHILDREN IN FOSTER CARE: A SYSTEMATIC REVIEW.",2018,"Children and youth services review"
"265","10.1016/J.VACCINE.2017.01.083",28483201,NA,"ACUTE WHEEZE IN THE PEDIATRIC POPULATION: CASE DEFINITION &AMP; GUIDELINES FOR DATA COLLECTION, ANALYSIS, AND PRESENTATION OF IMMUNIZATION SAFETY DATA.",2019,"Vaccine"
"266","10.1055/S-0037-1602658",28465865,NA,"A SYSTEMATIC REVIEW OF INTRAPARTUM FETAL HEAD COMPRESSION: WHAT IS THE IMPACT ON THE FETAL BRAIN?",2019,"AJP reports"
"267","10.1200/JCO.2017.72.4401",28437162,NA,"ADJUVANT SYSTEMIC THERAPY AND ADJUVANT RADIATION THERAPY FOR STAGE I TO IIIA COMPLETELY RESECTED NON-SMALL-CELL LUNG CANCERS: AMERICAN SOCIETY OF CLINICAL ONCOLOGY/CANCER CARE ONTARIO CLINICAL PRACTICE GUIDELINE UPDATE.",2017,"Journal of clinical oncology : official journal of the American Society of Clinical Oncology"
"268","10.1089/SUR.2016.183",28394747,NA,"RISK AND PROTECTIVE FACTORS ASSOCIATED WITH SURGICAL INFECTIONS AMONG SPINE PATIENTS.",2017,"Surgical infections"
"269","10.1016/J.JPUROL.2016.04.036",28392009,NA,"GENITOURINARY AND GASTROINTESTINAL CO-MORBIDITIES IN CHILDREN: THE ROLE OF NEURAL CIRCUITS IN REGULATION OF VISCERAL FUNCTION.",2018,"Journal of pediatric urology"
"270","10.1093/RHEUMATOLOGY/KEX056",28371859,NA,"CLASSIFICATION CRITERIA FOR DIFFUSE IDIOPATHIC SKELETAL HYPEROSTOSIS: A LACK OF CONSENSUS.",2017,"Rheumatology (Oxford, England)"
"271","10.1212/WNL.0000000000003849",28356466,NA,"EVIDENCE FOR A CAUSAL RELATIONSHIP BETWEEN LOW VITAMIN D, HIGH BMI, AND PEDIATRIC-ONSET MS.",2017,"Neurology"
"272","10.1016/J.SCHRES.2017.02.022",28285025,NA,"GENETIC CORRELATION BETWEEN SMOKING BEHAVIORS AND SCHIZOPHRENIA.",2018,"Schizophrenia research"
"273","10.1016/J.JMOLDX.2016.11.001",28185757,NA,"MOLECULAR BIOMARKERS FOR THE EVALUATION OF COLORECTAL CANCER: GUIDELINE FROM THE AMERICAN SOCIETY FOR CLINICAL PATHOLOGY, COLLEGE OF AMERICAN PATHOLOGISTS, ASSOCIATION FOR MOLECULAR PATHOLOGY, AND AMERICAN SOCIETY OF CLINICAL ONCOLOGY.",2017,"The Journal of molecular diagnostics : JMD"
"274","10.1200/JCO.2016.71.9807",28165299,NA,"MOLECULAR BIOMARKERS FOR THE EVALUATION OF COLORECTAL CANCER: GUIDELINE FROM THE AMERICAN SOCIETY FOR CLINICAL PATHOLOGY, COLLEGE OF AMERICAN PATHOLOGISTS, ASSOCIATION FOR MOLECULAR PATHOLOGY, AND THE AMERICAN SOCIETY OF CLINICAL ONCOLOGY.",2017,"Journal of clinical oncology : official journal of the American Society of Clinical Oncology"
"275","10.1016/J.ANAI.2016.09.438",28073701,NA,"EFFECT OF ASTHMA THERAPIES ON THE NATURAL COURSE OF ASTHMA.",2017,"Annals of allergy, asthma &amp; immunology : official publication of the American College of Allergy, Asthma, &amp; Immunology"
"276","10.1007/S00439-016-1754-7",28054174,NA,"GENOME-WIDE META-ANALYSES OF NONSYNDROMIC OROFACIAL CLEFTS IDENTIFY NOVEL ASSOCIATIONS BETWEEN FOXE1 AND ALL OROFACIAL CLEFTS, AND TP63 AND CLEFT LIP WITH OR WITHOUT CLEFT PALATE.",2017,"Human genetics"
"277","10.1007/S13181-016-0595-Z",28000146,NA,"CANNABINOID HYPEREMESIS SYNDROME: DIAGNOSIS, PATHOPHYSIOLOGY, AND TREATMENT-A SYSTEMATIC REVIEW.",2017,"Journal of medical toxicology : official journal of the American College of Medical Toxicology"
"278","10.1002/DA.22580",27921338,NA,"MELANCHOLIC AND ATYPICAL DEPRESSION AS PREDICTOR AND MODERATOR OF OUTCOME IN COGNITIVE BEHAVIOR THERAPY AND PHARMACOTHERAPY FOR ADULT DEPRESSION.",2017,"Depression and anxiety"
"279","10.1016/S2213-2600(16)30326-5",27876247,NA,"EFFECT OF PIRFENIDONE ON MORTALITY: POOLED ANALYSES AND META-ANALYSES OF CLINICAL TRIALS IN IDIOPATHIC PULMONARY FIBROSIS.",2017,"The Lancet. Respiratory medicine"
"280","10.1007/S10545-016-9990-5",27858262,NA,"INTERNATIONAL CLINICAL GUIDELINE FOR THE MANAGEMENT OF CLASSICAL GALACTOSEMIA: DIAGNOSIS, TREATMENT, AND FOLLOW-UP.",2017,"Journal of inherited metabolic disease"
"281","10.1097/JTN.0000000000000250",27828892,NA,"EXPLORING OPIOID-SPARING MULTIMODAL ANALGESIA OPTIONS IN TRAUMA: A NURSING PERSPECTIVE.",2017,"Journal of trauma nursing : the official journal of the Society of Trauma Nurses"
"282","10.1038/SREP35371",27824142,NA,"GENE-GENE INTERACTION ANALYSES FOR ATRIAL FIBRILLATION.",2018,"Scientific reports"
"283","10.1093/NTR/NTW294",27807125,NA,"A GENETIC EPIDEMIOLOGICAL MEGA ANALYSIS OF SMOKING INITIATION IN ADOLESCENTS.",2017,"Nicotine &amp; tobacco research : official journal of the Society for Research on Nicotine and Tobacco"
"284","10.1002/PBC.26258",27654490,NA,"A COMPARISON OF SAFETY AND EFFICACY OF CYTOTOXIC VERSUS MOLECULARLY TARGETED DRUGS IN PEDIATRIC PHASE I SOLID TUMOR ONCOLOGY TRIALS.",2017,"Pediatric blood &amp; cancer"
"285","10.1007/S40596-016-0608-X",27644429,NA,"TEACHING MEDICAL ETHICS IN GRADUATE AND UNDERGRADUATE MEDICAL EDUCATION: A SYSTEMATIC REVIEW OF EFFECTIVENESS.",2018,"Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry"
"286","10.1016/J.CHEST.2016.08.1461",27615023,NA,"COMPARATIVE EFFECTIVENESS OF PHARMACOLOGIC INTERVENTIONS FOR PULMONARY ARTERIAL HYPERTENSION: A SYSTEMATIC REVIEW AND NETWORK META-ANALYSIS.",2017,"Chest"
"287","10.1097/MCP.0000000000000317",27583673,NA,"NONTUBERCULOUS MYCOBACTERIAL INFECTIONS IN CYSTIC FIBROSIS: TO TREAT OR NOT TO TREAT?",2018,"Current opinion in pulmonary medicine"
"288","10.1016/J.APMR.2016.07.025",27576191,NA,"CONSERVATIVE CARE IN LUMBAR SPINE SURGERY TRIALS: A DESCRIPTIVE LITERATURE REVIEW.",2017,"Archives of physical medicine and rehabilitation"
"289","10.1016/J.UROLOGY.2016.06.066",27538802,NA,"PATHOLOGIC RISK FACTORS FOR METASTATIC DISEASE IN POSTPUBERTAL PATIENTS WITH CLINICAL STAGE I TESTICULAR STROMAL TUMORS.",2018,"Urology"
"290","10.1371/JOURNAL.PGEN.1006011",27532455,NA,"COMMON GENETIC POLYMORPHISMS INFLUENCE BLOOD BIOMARKER MEASUREMENTS IN COPD.",2017,"PLoS genetics"
"291","10.1016/J.JACI.2016.04.061",27527264,NA,"TREATMENT EFFECT OF SUBLINGUAL IMMUNOTHERAPY TABLETS AND PHARMACOTHERAPIES FOR SEASONAL AND PERENNIAL ALLERGIC RHINITIS: POOLED ANALYSES.",2017,"The Journal of allergy and clinical immunology"
"292","10.1080/15569527.2016.1217423",27486965,NA,"THE SAFETY AND EFFICACY OF DIPHOTERINE FOR OCULAR AND CUTANEOUS BURNS IN HUMANS.",2017,"Cutaneous and ocular toxicology"
"293","10.1001/JAMACARDIO.2016.0218",27438118,NA,"DRUGS FOR PRIMARY PREVENTION OF ATHEROSCLEROTIC CARDIOVASCULAR DISEASE: AN OVERVIEW OF SYSTEMATIC REVIEWS.",2018,"JAMA cardiology"
"294","10.1001/JAMACARDIO.2015.0374",27437655,NA,"ORAL ANTICOAGULANT THERAPY PRESCRIPTION IN PATIENTS WITH ATRIAL FIBRILLATION ACROSS THE SPECTRUM OF STROKE RISK: INSIGHTS FROM THE NCDR PINNACLE REGISTRY.",2018,"JAMA cardiology"
"295","10.1245/S10434-016-5417-7",27406098,NA,"TRANSTHORACIC ANASTOMOTIC LEAK AFTER ESOPHAGECTOMY: CURRENT TRENDS.",2018,"Annals of surgical oncology"
"296","10.2500/AAP.2016.37.3966",27401313,NA,"ALLERGEN IMMUNOTHERAPY NOW AND IN THE FUTURE.",2017,"Allergy and asthma proceedings"
"297","10.1111/TMI.12747",27371942,NA,"IMPACT OF ART ON THE FERTILITY OF HIV-POSITIVE WOMEN IN SUB-SAHARAN AFRICA.",2017,"Tropical medicine &amp; international health : TM &amp; IH"
"298","10.1016/J.BRACHY.2016.04.392",27288156,NA,"AMERICAN BRACHYTHERAPY SOCIETY TASK GROUP REPORT: LONG-TERM CONTROL AND TOXICITY WITH BRACHYTHERAPY FOR LOCALIZED BREAST CANCER.",2017,"Brachytherapy"
"299","10.1080/02770903.2016.1193601",27284904,NA,"DOES THE USE OF EFFICACY OR EFFECTIVENESS EVIDENCE IN COST-EFFECTIVENESS ANALYSIS MATTER?",2017,"The Journal of asthma : official journal of the Association for the Care of Asthma"
"300","10.1073/PNAS.1510502113",27274072,NA,"CHARACTERIZING TREATMENT PATHWAYS AT SCALE USING THE OHDSI NETWORK.",2017,"Proceedings of the National Academy of Sciences of the United States of America"
"301","10.1186/S13643-016-0273-X",27267765,NA,"DOMAINS OF QUALITY FOR CLINICAL ETHICS CASE CONSULTATION: A MIXED-METHOD SYSTEMATIC REVIEW.",2017,"Systematic reviews"
"302","10.7189/JOGH.06.010408",27231544,NA,"COST OF MANAGEMENT OF SEVERE PNEUMONIA IN YOUNG CHILDREN: SYSTEMATIC ANALYSIS.",2018,"Journal of global health"
"303","10.1177/0363546516639955",27159311,NA,"TRENDS IN AUTHORSHIP CHARACTERISTICS IN THE AMERICAN JOURNAL OF SPORTS MEDICINE, 1994 TO 2014.",2017,"The American journal of sports medicine"
"304","10.1055/S-0042-100194",27004242,NA,"THE EFFICACY OF PERORAL CHOLANGIOSCOPY FOR DIFFICULT BILE DUCT STONES AND INDETERMINATE STRICTURES: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2016,"Endoscopy international open"
"305","10.1002/MDC3.12225",26998505,NA,"OUTCOME MEASURES FOR PARKINSON'S DISEASE DEMENTIA: A SYSTEMATIC REVIEW.",2018,"Movement disorders clinical practice"
"306","10.1007/S10555-016-9616-2",26970966,NA,"RISK OF SECOND CANCERS IN THE ERA OF MODERN RADIATION THERAPY: DOES THE RISK/BENEFIT ANALYSIS OVERCOME THEORETICAL MODELS?",2017,"Cancer metastasis reviews"
"307","10.1016/J.JACC.2015.12.023",26916479,NA,"DEVICE CLOSURE OF PATENT FORAMEN OVALE AFTER STROKE: POOLED ANALYSIS OF COMPLETED RANDOMIZED TRIALS.",2016,"Journal of the American College of Cardiology"
"308","10.1016/J.RMED.2016.02.001",26915984,NA,"NINTEDANIB IN PATIENTS WITH IDIOPATHIC PULMONARY FIBROSIS: COMBINED EVIDENCE FROM THE TOMORROW AND INPULSIS(®) TRIALS.",2017,"Respiratory medicine"
"309","10.3109/15622975.2015.1132007",26912127,NA,"ASSESSMENT AND MANAGEMENT OF AGITATION IN PSYCHIATRY: EXPERT CONSENSUS.",2016,"The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry"
"310","10.15326/JCOPDF.3.2.2015.0178",28848882,NA,"HIGH-DOSE VERSUS LOW-DOSE SYSTEMIC STEROIDS IN THE TREATMENT OF ACUTE EXACERBATIONS OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE: SYSTEMATIC REVIEW.",2018,"Chronic obstructive pulmonary diseases (Miami, Fla.)"
"311","10.1002/EAT.22503",26876281,NA,"ELECTROLYTE AND ACID-BASE ABNORMALITIES ASSOCIATED WITH PURGING BEHAVIORS.",2016,"The International journal of eating disorders"
"312","10.1176/APPI.AJP.2015.15040492",26869246,NA,"DIVERGENT OUTCOMES IN COGNITIVE-BEHAVIORAL THERAPY AND PHARMACOTHERAPY FOR ADULT DEPRESSION.",2017,"The American journal of psychiatry"
"313","10.3945/AJCN.115.117309",26791182,NA,"WORKING GROUP REPORTS: EVALUATION OF THE EVIDENCE TO SUPPORT PRACTICE GUIDELINES FOR NUTRITIONAL CARE OF PRETERM INFANTS-THE PRE-B PROJECT.",2016,"The American journal of clinical nutrition"
"314","10.1111/JGS.13931",26780879,NA,"DRIVING CESSATION AND HEALTH OUTCOMES IN OLDER ADULTS.",2016,"Journal of the American Geriatrics Society"
