id,ut,doi,pmid,times cited,source
7,WOS:000453711200014,10.1111/jocs.13938,30548698,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000453711200014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
8,WOS:000414183900012,10.1002/alr.22015,28985031,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000414183900012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
9,WOS:000376331500003,10.1021/acs.est.5b06186,27058059,43,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000376331500003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
20,WOS:000461680800016,10.1080/09638288.2017.1411982,29212379,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000461680800016&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
21,WOS:000407971600041,10.1007/s11695-017-2807-2,28681256,11,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000407971600041&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
22,WOS:000400029400036,10.1007/s11695-017-2644-3,28303508,14,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000400029400036&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
23,WOS:000424079300001,10.1089/lap.2017.0245,29389227,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000424079300001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
24,WOS:000365045100021,10.3324/haematol.2015.123455,26001789,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000365045100021&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
25,WOS:000337177400005,10.1089/fpd.2013.1704,24750096,96,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000337177400005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
26,WOS:000372301900018,10.1007/s10620-015-3959-3,26572780,19,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000372301900018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
27,WOS:000381617700001,10.1186/s13054-016-1434-y,27538711,60,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000381617700001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
28,WOS:000394579700001,10.1136/bmj.i6583,28202713,155,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000394579700001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
29,WOS:000405574300011,10.1177/1073110517720654,,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000405574300011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
30,WOS:000481836100006,10.1002/lary.27627,30570760,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000481836100006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
31,WOS:000340318200040,10.1016/j.ejogrb.2014.04.017,24768232,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000340318200040&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
32,WOS:000376447200052,10.1016/j.spinee.2015.11.055,26681351,43,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000376447200052&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
33,WOS:000377428600002,10.1007/s00264-015-3045-7,26572881,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000377428600002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
34,WOS:000338760100005,10.1097/JOM.0000000000000171,24905421,34,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000338760100005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
35,WOS:000433523800002,10.1177/1076029617746506,29439639,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000433523800002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
36,WOS:000345288800019,10.1161/CIRCHEARTFAILURE.114.001391,25294625,74,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000345288800019&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
37,WOS:000436593900007,10.1007/s40273-018-0658-x,29736895,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000436593900007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
38,WOS:000362084200020,10.1111/bcp.12657,25868941,24,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000362084200020&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
39,WOS:000343398100011,10.1093/jpepsy/jsu041,24947271,79,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000343398100011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
40,WOS:000427563500002,10.1111/dme.13568,29247556,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000427563500002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
41,,,,0,N/A
42,WOS:000407563200002,10.1080/09593985.2017.1345026,28715273,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000407563200002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
43,WOS:000417745100036,10.1093/ije/dyx202,29040626,21,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000417745100036&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
44,WOS:000387780100003,10.1097/HJH.0000000000001094,27755384,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000387780100003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
45,WOS:000414212400012,10.1016/j.jpurol.2017.05.006,28687411,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000414212400012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
46,WOS:000389550300045,10.1016/j.urology.2016.06.066,27538802,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000389550300045&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
47,WOS:000439697700012,10.1093/neuros/nyy037,29538685,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000439697700012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
48,WOS:000330583100057,10.1016/j.avsg.2013.07.012,24485779,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000330583100057&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
49,WOS:000391510400041,10.1245/s10434-016-5417-7,27406098,9,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000391510400041&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
10,WOS:000439315900005,10.5312/wjo.v6.i7.537,26301183,14,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000439315900005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
11,WOS:000364286200001,10.1097/BSD.0000000000000124,24901878,9,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000364286200001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
12,WOS:000368509600005,10.1097/BRS.0000000000001113,26274529,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000368509600005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
13,WOS:000373354800016,10.1007/s11999-015-4590-5,26472583,14,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000373354800016&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
14,WOS:000358618900001,10.1002/pon.3704,25328103,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000358618900001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
15,WOS:000429790700014,10.5588/ijtld.17.0629,29471910,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429790700014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
16,WOS:000343021600006,10.1016/j.jopan.2013.12.008,25261140,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000343021600006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
17,WOS:000339561800001,10.1017/S135561771300146X,24622505,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000339561800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
18,WOS:000356773200004,10.1016/j.jadohealth.2015.03.010,26112735,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000356773200004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
19,WOS:000412430000012,10.1097/CIN.0000000000000329,28240616,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000412430000012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
0,WOS:000354211800015,10.1016/j.jaip.2014.09.018,25609326,37,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000354211800015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
1,WOS:000363536300011,10.1097/ALN.0000000000000706,25978326,114,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000363536300011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
2,WOS:000423443000014,10.21037/atm.2018.01.16,,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000423443000014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
3,WOS:000374705900001,10.1111/jgs.14076,27004732,103,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000374705900001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
4,WOS:000358844800001,10.1017/S0950268814003847,25600652,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000358844800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
5,WOS:000441508100015,10.1136/bmjgh-2018-000810,29989045,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000441508100015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
6,WOS:000339592700002,10.1186/1748-717X-9-155,25016309,60,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000339592700002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
7,WOS:000416584200016,10.7326/M17-1811,29132152,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000416584200016&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
8,WOS:000442786300005,10.1016/j.jchf.2018.03.019,30007556,9,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000442786300005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
9,,,,0,N/A
20,WOS:000427011300002,10.1159/000484206,29485411,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000427011300002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
21,WOS:000453785200024,10.1016/j.jpeds.2018.08.042,30297287,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000453785200024&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
22,WOS:000423977300018,10.1002/14651858.CD012285.pub2,29304272,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000423977300018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
23,WOS:000424772500001,10.1080/1354750X.2017.1397194,29144175,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000424772500001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
24,WOS:000346234500005,10.1001/jamadermatol.2014.1253,25162181,29,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000346234500005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
25,WOS:000415053200029,10.1016/j.clgc.2017.02.003,28442227,5,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000415053200029&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
26,WOS:000459785900026,10.1016/j.resuscitation.2018.09.004,30201536,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000459785900026&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
27,WOS:000368592500030,10.1016/j.jpeds.2015.09.032,26500108,19,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000368592500030&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
28,WOS:000401132100052,10.1016/j.arth.2016.12.049,28162838,31,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000401132100052&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
29,WOS:000335919500013,10.1093/ije/dyt261,24464188,401,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000335919500013&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
30,WOS:000447378400002,10.1111/cen.13820,30047158,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000447378400002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
31,WOS:000385477900015,10.1097/CCM.0000000000001839,27513545,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000385477900015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
32,,,,0,N/A
33,WOS:000381714900011,10.1016/j.cgh.2016.04.001,27068041,34,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000381714900011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
34,WOS:000402710000011,10.1038/ajg.2017.70,28374819,20,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000402710000011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
35,WOS:000347903200014,10.1016/j.jaad.2014.10.013,25455609,24,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000347903200014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
36,WOS:000429554900001,10.3389/fpubh.2018.00064,29616206,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429554900001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
37,WOS:000389557000028,10.1016/j.jbi.2016.09.001,27612974,28,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000389557000028&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
38,WOS:000353349700003,10.3928/19404921-20141120-02,25420184,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000353349700003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
39,WOS:000458782300001,10.1016/j.jpedsurg.2018.08.058,30220452,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000458782300001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
40,WOS:000417205400001,10.1089/ham.2016.0131,29161114,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000417205400001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
41,WOS:000462092900018,10.1002/phar.2172,30101529,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000462092900018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
42,WOS:000348096200024,10.1097/CCM.0000000000000708,25493973,55,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000348096200024&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
43,WOS:000372346000002,10.2500/ajra.2016.30.4298,26980379,8,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000372346000002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
44,,,,0,N/A
45,WOS:000427076500033,10.1136/openhrt-2017-000744,29344382,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000427076500033&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
46,WOS:000406176000015,10.1016/j.jacc.2017.03.004,28286220,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000406176000015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
47,WOS:000431415300007,10.1097/TA.0000000000001764,29283970,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000431415300007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
48,WOS:000387078000012,10.1097/RTI.0000000000000232,27768631,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000387078000012&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
49,WOS:000372330000001,10.1007/s10072-015-2400-1,26537494,20,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000372330000001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
10,WOS:000449579400022,10.1016/j.chiabu.2018.01.014,29366596,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000449579400022&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
11,WOS:000429979400001,10.1177/1745506518766709,29623772,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429979400001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
12,WOS:000417836200009,10.1111/jgs.15047,28873218,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000417836200009&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
