"","X","url","author","title","journal","year","doi","JIF","maxRank","id","times.cited","coauthor","intext","librarian"
"252",252,"https://www.ncbi.nlm.nih.gov/pubmed/30020489
https://watermark.silverchair.com/mzy141.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAocwggKDBgkqhkiG9w0BBwagggJ0MIICcAIBADCCAmkGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMrP5wGiCiTKU0vKGYAgEQgIICOuF0nubPXAvJa0ik3abvAAV89dQ04ET4Cvtsx2puDvOh0lQGGwXtlbljrg1b2H24vH5nNK4TRFTSyrRlcQ-vIQqy6us67Rb1i4S9nJbRzgPlOkgPaC0mi7QU-8D1VkXyKvPMkGx8alrG5b_Kzxflk6O4lLMczJ0maOJzjO6zJ--WFo7_TcwNIQ0BJXD-MQWDsdvhTxoHuPp1gnfqLNyVM6G4M5qx4YHRcB9rTL1TmXPTYXHh8zUdFhbqFqK8ACfUuvHf_mMzQkyvADKLmj6ZMO4MbtvRUjJooQBOSAXFtIHuvs1RY2AYScfwggxOJECKBwyfzMfI8w1szPkp4bjiQ_HTno3eMcvnUyeAhU9XEwPZr60KibuCNxOkRvMtlx_F06dXvifw5MFtxwcJCbErwafRlwaNWgqWAO9MZNMNs0B32Z3FP3Ihqg-dv_3sl0YoZCtiCQaHgVwIlMTnacnlNfqAdKL7iZORxOJ53_1Nj7rtslOMQ9PoDPV3n9qwoyJv7ChW40wM1cbnmb5Oq3y_FOLxKUIoQRDtGvasR-hx3T-PD-6hZqG9hdrXpiXtz7CPiAMlPUQlDOGofkBvv8WJ9lTy0dI_HzP_nBtI0UrYUiQagTRAQY5SHmXfTvxVFPLhPIhfwEJmqGX6m8tQj4hjmFmtjeE14hl6ey6K63O-XTQLa7ljidU3izmXYPAOWGoCortdOOixVNxForN4gtSlwG4uYUo6PfA6cF-C0GBA8vaUbPstEwzUXZq84w","Saurabh Saluja and Swagoto Mukhopadhyay and Julia R. Amundson and Allison Silverstein and Jessica Gelman and Hillary Jenny and Yihan Lin and Anthony Moccia and Ramy Rashad and Rachita Sood and Nakul P. Raykar and Mark G. Shrime","Quality of essential surgical care in low- and middle-income countries: a systematic review of the literature","INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE : JOURNAL OF THE INTERNATIONAL SOCIETY FOR QUALITY IN HEALTH CARE",2019,"10.1093/intqhc/mzy141",1.829,41.33,"pubmed/30020489",2,FALSE,FALSE,FALSE
"253",253,"https://www.ncbi.nlm.nih.gov/pubmed/29720509
https://err.ersjournals.com/content/errev/27/148/170139.full.pdf","Gianluca Sambataro and Domenico Sambataro and Sebastiano Emanuele Torrisi and Ada Vancheri and Mauro Pavone and Roberta Rosso and Matteo Schisano and Claudia Crimi and Francesca Pignataro and Aryeh Fischer and Nicoletta {Del Papa} and Carlo Vancheri","State of the art in interstitial pneumonia with autoimmune features: a systematic review on retrospective studies and suggestions for further advances","EUROPEAN RESPIRATORY REVIEW : AN OFFICIAL JOURNAL OF THE EUROPEAN RESPIRATORY SOCIETY",2018,"10.1183/16000617.0139-2017",4.929,86.51,"pubmed/29720509",12,FALSE,FALSE,FALSE
"254",254,"https://www.ncbi.nlm.nih.gov/pubmed/28742946
https://onlinelibrary.wiley.com/doi/full/10.1111/obr.12582","C. C. A. Santana and J. O. Hill and L. B. Azevedo and T. Gunnarsdottir and W. L. Prado","The association between obesity and academic performance in youth: a systematic review","OBESITY REVIEWS : AN OFFICIAL JOURNAL OF THE INTERNATIONAL ASSOCIATION FOR THE STUDY OF OBESITY",2017,"10.1111/obr.12582",8.483,94.72,"pubmed/28742946",4,FALSE,FALSE,FALSE
"255",255,"https://www.ncbi.nlm.nih.gov/pubmed/24925719
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4214531/
https://jasn.asnjournals.org/content/jnephrol/25/11/2399.full.pdf","Robert W. Schrier and Godela Brosnahan and Melissa A. Cadnapaphornchai and Michel Chonchol and Keith Friend and Berenice Gitomer and Sandro Rossetti","Predictors of autosomal dominant polycystic kidney disease progression","JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY : JASN",2014,"10.1681/ASN.2013111184",9.343,96.79,"pubmed/24925719",58,FALSE,FALSE,FALSE
"256",256,"https://www.ncbi.nlm.nih.gov/pubmed/28588655
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5444608/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5444608/pdf/10.1177_1758573217700833.pdf","John B. Schrock and Matthew J. Kraeutler and Charles T. Crellin and Eric C. McCarty and Jonathan T. Bravman","How should I fixate the subscapularis in total shoulder arthroplasty? A systematic review of pertinent subscapularis repair biomechanics","SHOULDER & ELBOW",2017,"10.1177/1758573217700833",2.849,82.47,"pubmed/28588655",NA,FALSE,FALSE,FALSE
"257",257,"https://www.ncbi.nlm.nih.gov/pubmed/27816022","John B. Schrock and Matthew J. Kraeutler and Darby A. Houck and Gina G. Provenzano and Eric C. McCarty and Jonathan T. Bravman","Lesser tuberosity osteotomy and subscapularis tenotomy repair techniques during total shoulder arthroplasty: A meta-analysis of cadaveric studies","CLINICAL BIOMECHANICS (BRISTOL, AVON)",2016,"10.1016/j.clinbiomech.2016.10.013",1.874,62.35,"pubmed/27816022",5,FALSE,FALSE,FALSE
"258",258,"https://www.ncbi.nlm.nih.gov/pubmed/27159311","John B. Schrock and Matthew J. Kraeutler and Eric C. McCarty","Trends in Authorship Characteristics in The American Journal of Sports Medicine, 1994 to 2014","THE AMERICAN JOURNAL OF SPORTS MEDICINE",2016,"10.1177/0363546516639955",5.673,99.34,"pubmed/27159311",11,FALSE,FALSE,FALSE
"259",259,"https://www.ncbi.nlm.nih.gov/pubmed/29152522
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5680945/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5680945/pdf/10.1177_2325967117736484.pdf","Hayden B. Schuette and Matthew J. Kraeutler and Darby A. Houck and Eric C. McCarty","Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Overlapping Meta-analyses","ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE",2017,"10.1177/2325967117736484",2.589,71.71,"pubmed/29152522",7,FALSE,FALSE,FALSE
"260",260,"https://www.ncbi.nlm.nih.gov/pubmed/28620621
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5464387/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5464387/pdf/10.1177_2325967117709250.pdf","Hayden B. Schuette and Matthew J. Kraeutler and Eric C. McCarty","Matrix-Assisted Autologous Chondrocyte Transplantation in the Knee: A Systematic Review of Mid- to Long-Term Clinical Outcomes","ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE",2017,"10.1177/2325967117709250",2.589,71.71,"pubmed/28620621",11,FALSE,FALSE,FALSE
"261",261,"https://www.ncbi.nlm.nih.gov/pubmed/29366596","Laura M. Schwab-Reese and Wendy Hovdestad and Lil Tonmyr and John Fluke","The potential use of social media and other internet-related data and communications for child maltreatment surveillance and epidemiological research: Scoping review and recommendations","CHILD ABUSE & NEGLECT",2018,"10.1016/j.chiabu.2018.01.014",2.845,94.19,"pubmed/29366596",1,FALSE,FALSE,FALSE
"262",262,"https://www.ncbi.nlm.nih.gov/pubmed/29623772
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894910/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894910/pdf/10.1177_1745506518766709.pdf","Laura M. Schwab-Reese and Lynette M. Renner","Screening, management, and treatment of intimate partner violence among women in low-resource settings","WOMEN'S HEALTH (LONDON, ENGLAND)",2018,"10.1177/1745506518766709",1.592,33.13,"pubmed/29623772",0,FALSE,FALSE,FALSE
"263",263,"https://www.ncbi.nlm.nih.gov/pubmed/28873218
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5729077/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5729077/pdf/nihms892893.pdf","Kenneth A. Scott and Eli Rogers and Marian E. Betz and Lilian Hoffecker and Guohua Li and Carolyn DiGuiseppi","Associations Between Falls and Driving Outcomes in Older Adults: Systematic Review and Meta-Analysis","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY",2017,"10.1111/jgs.15047",4.155,83.96,"pubmed/28873218",3,TRUE,NA,TRUE
"264",264,"https://www.ncbi.nlm.nih.gov/pubmed/25325592
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4265653/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4265653/pdf/jcsm.11.1.11.pdf","Gilbert Seda and Maria M. Sanchez-Ortuno and Carolyn H. Welsh and Ann C. Halbower and Jack D. Edinger","Comparative meta-analysis of prazosin and imagery rehearsal therapy for nightmare frequency, sleep quality, and posttraumatic stress","JOURNAL OF CLINICAL SLEEP MEDICINE : JCSM : OFFICIAL PUBLICATION OF THE AMERICAN ACADEMY OF SLEEP MEDICINE",2015,"10.5664/jcsm.4354",2.71,61.4,"pubmed/25325592",15,FALSE,FALSE,FALSE
"265",265,"https://www.ncbi.nlm.nih.gov/pubmed/28165299","Antonia R. Sepulveda and Stanley R. Hamilton and Carmen J. Allegra and Wayne Grody and Allison M. Cushman-Vokoun and William K. Funkhouser and Scott E. Kopetz and Christopher Lieu and Noralane M. Lindor and Bruce D. Minsky and Federico A. Monzon and Daniel J. Sargent and Veena M. Singh and Joseph Willis and Jennifer Clark and Carol Colasacco and R. Bryan Rumble and Robyn Temple-Smolkin and Christina B. Ventura and Jan A. Nowak","Molecular Biomarkers for the Evaluation of Colorectal Cancer: Guideline From the American Society for Clinical Pathology, College of American Pathologists, Association for Molecular Pathology, and the American Society of Clinical Oncology","JOURNAL OF CLINICAL ONCOLOGY : OFFICIAL JOURNAL OF THE AMERICAN SOCIETY OF CLINICAL ONCOLOGY",2017,"10.1200/JCO.2016.71.9807",26.36,98.43,"pubmed/28165299",66,TRUE,NA,TRUE
"266",266,"https://www.ncbi.nlm.nih.gov/pubmed/25466352
https://www.ncbi.nlm.nih.gov/books/NBK291788/","Ary {Serpa Neto} and Sabrine N. T. Hemmes and Carmen S. V. Barbas and Martin Beiderlinden and Ana Fernandez-Bustamante and Emmanuel Futier and Markus W. Hollmann and Samir Jaber and Alf Kozian and Marc Licker and Wen-Qian Lin and Pierre Moine and Federica Scavonetto and Thomas Schilling and Gabriele Selmo and Paolo Severgnini and Juraj Sprung and Tanja Treschan and Carmen Unzueta and Toby N. Weingarten and Esther K. Wolthuis and Hermann Wrigge and Marcelo {Gama de Abreu} and Paolo Pelosi and Marcus J. Schultz and Prove Network investigators","Incidence of mortality and morbidity related to postoperative lung injury in patients who have undergone abdominal or thoracic surgery: a systematic review and meta-analysis","THE LANCET. RESPIRATORY MEDICINE",2014,"10.1016/S2213-2600(14)70228-0",9.629,97.41,"pubmed/25466352",73,FALSE,FALSE,FALSE
"267",267,"https://www.ncbi.nlm.nih.gov/pubmed/29901533","Jaskaran Sethi and Muhammad S. Ali and Divyanshu Mohananey and Rahul Nanchal and Fabien Maldonado and Ali Musani","Are Transbronchial Cryobiopsies Ready for Prime Time?: A Systematic Review and Meta-Analysis","JOURNAL OF BRONCHOLOGY & INTERVENTIONAL PULMONOLOGY",2019,"10.1097/LBR.0000000000000519",NA,NA,"pubmed/29901533",4,FALSE,FALSE,FALSE
"268",268,"https://www.ncbi.nlm.nih.gov/pubmed/30124759
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6128372/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6128372/pdf/kax026.pdf","Jonathan A. Shaffer and Ian M. Kronish and Louise Falzon and Ying Kuen Cheung and Karina W. Davidson","N-of-1 Randomized Intervention Trials in Health Psychology: A Systematic Review and Methodology Critique","ANNALS OF BEHAVIORAL MEDICINE : A PUBLICATION OF THE SOCIETY OF BEHAVIORAL MEDICINE",2018,"10.1093/abm/kax026",3.575,87.96,"pubmed/30124759",2,FALSE,FALSE,FALSE
"269",269,"https://www.ncbi.nlm.nih.gov/pubmed/28580510
https://link.springer.com/content/pdf/10.1007%2Fs00198-017-4097-x.pdf","V. N. Shah and K. K. Harrall and C. S. Shah and T. L. Gallo and P. Joshee and J. K. Snell-Bergeon and W. M. Kohrt","Bone mineral density at femoral neck and lumbar spine in adults with type 1 diabetes: a meta-analysis and review of the literature","OSTEOPOROSIS INTERNATIONAL : A JOURNAL ESTABLISHED AS RESULT OF COOPERATION BETWEEN THE EUROPEAN FOUNDATION FOR OSTEOPOROSIS AND THE NATIONAL OSTEOPOROSIS FOUNDATION OF THE USA",2017,"10.1007/s00198-017-4097-x",3.857,72.18,"pubmed/28580510",14,FALSE,FALSE,FALSE
"270",270,"<Go to ISI>://WOS:000334907900004
https://onlinelibrary.wiley.com/doi/full/10.1111/cen.12398","V. N. Shah and C. S. Shah and S. K. Bhadada and D. S. Rao","Effect of 25 (OH) D replacements in patients with primary hyperparathyroidism (PHPT) and coexistent vitamin D deficiency on serum 25(OH) D, calcium and PTH levels: a meta-analysis and review of literature","CLINICAL ENDOCRINOLOGY",2014,"10.1111/cen.12398",3.457,62.89,"WOS:000334907900004",22,FALSE,FALSE,FALSE
"271",271,"https://www.ncbi.nlm.nih.gov/pubmed/26096918
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4860902/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4860902/pdf/nihms773269.pdf","V. N. Shah and C. S. Shah and J. K. Snell-Bergeon","Type 1 diabetes and risk of fracture: meta-analysis and review of the literature","DIABETIC MEDICINE : A JOURNAL OF THE BRITISH DIABETIC ASSOCIATION",2015,"10.1111/dme.12734",3.152,58.27,"pubmed/26096918",46,FALSE,FALSE,FALSE
"272",272,"https://www.ncbi.nlm.nih.gov/pubmed/27288156","Simona F. Shaitelman and Beatriz Amendola and Atif Khan and Sushil Beriwal and Rachel Rabinovitch and D. Jeffrey Demanes and Leonard H. Kim and Laurie Cuttino","American Brachytherapy Society Task Group Report: Long-term control and toxicity with brachytherapy for localized breast cancer","BRACHYTHERAPY",2017,"10.1016/j.brachy.2016.04.392",2.227,54.65,"pubmed/27288156",4,FALSE,FALSE,FALSE
"273",273,"https://www.ncbi.nlm.nih.gov/pubmed/28192108","Nicole T. Shen and Anna Maw and Lyubov L. Tmanova and Alejandro Pino and Kayley Ancy and Carl V. Crawford and Matthew S. Simon and Arthur T. Evans","Timely Use of Probiotics in Hospitalized Adults Prevents Clostridium difficile Infection: A Systematic Review With Meta-Regression Analysis","GASTROENTEROLOGY",2017,"10.1053/j.gastro.2017.02.003",20.773,99.38,"pubmed/28192108",67,FALSE,FALSE,FALSE
"274",274,"https://www.ncbi.nlm.nih.gov/pubmed/28689664
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5592248/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5592248/pdf/main.pdf","Ting Shi and David A. McAllister and Katherine L. O'Brien and Eric A. F. Simoes and Shabir A. Madhi and Bradford D. Gessner and Fernando P. Polack and Evelyn Balsells and Sozinho Acacio and Claudia Aguayo and Issifou Alassani and Asad Ali and Martin Antonio and Shally Awasthi and Juliet O. Awori and Eduardo Azziz-Baumgartner and Henry C. Baggett and Vicky L. Baillie and Angel Balmaseda and Alfredo Barahona and Sudha Basnet and Quique Bassat and Wilma Basualdo and Godfrey Bigogo and Louis Bont and Robert F. Breiman and W. Abdullah Brooks and Shobha Broor and Nigel Bruce and Dana Bruden and Philippe Buchy and Stuart Campbell and Phyllis Carosone-Link and Mandeep Chadha and James Chipeta and Monidarin Chou and Wilfrido Clara and Cheryl Cohen and Elizabeth {de Cuellar} and Duc-Anh Dang and Budragchaagiin Dash-Yandag and Maria Deloria-Knoll and Mukesh Dherani and Tekchheng Eap and Bernard E. Ebruke and Marcela Echavarria and Carla Cecília {de Freitas Lázaro Emediato} and Rodrigo A. Fasce and Daniel R. Feikin and Luzhao Feng and Angela Gentile and Aubree Gordon and Doli Goswami and Sophie Goyet and Michelle Groome and Natasha Halasa and Siddhivinayak Hirve and Nusrat Homaira and Stephen R. C. Howie and Jorge Jara and Imane Jroundi and Cissy B. Kartasasmita and Najwa Khuri-Bulos and Karen L. Kotloff and Anand Krishnan and Romina Libster and Olga Lopez and Marilla G. Lucero and Florencia Lucion and Socorro P. Lupisan and Debora N. Marcone and John P. McCracken and Mario Mejia and Jennifer C. Moisi and Joel M. Montgomery and David P. Moore and Cinta Moraleda and Jocelyn Moyes and Patrick Munywoki and Kuswandewi Mutyara and Mark P. Nicol and D. James Nokes and Pagbajabyn Nymadawa and Maria Tereza {da Costa Oliveira} and Histoshi Oshitani and Nitin Pandey and Gláucia {Paranhos-Baccalà} and Lia N. Phillips and Valentina Sanchez Picot and Mustafizur Rahman and Mala Rakoto-Andrianarivelo and Zeba A. Rasmussen and Barbara A. Rath and Annick Robinson and Candice Romero and Graciela Russomando and Vahid Salimi and Pongpun Sawatwong and Nienke Scheltema and Brunhilde Schweiger and {others }","Global, regional, and national disease burden estimates of acute lower respiratory infections due to respiratory syncytial virus in young children in 2015: a systematic review and modelling study","LANCET (LONDON, ENGLAND)",2017,"10.1016/S0140-6736(17)30938-8",53.254,99.03,"pubmed/28689664",244,FALSE,FALSE,FALSE
"275",275,"<Go to ISI>://WOS:000351313400002","X. Q. Shi and K. K. Wheeler and J. X. Shi and L. Stallones and S. Ameratunga and T. Shakespeare and H. Y. Xiang","Increased risk of unintentional injuries in adults with disabilities: A systematic review and meta-analysis","DISABILITY AND HEALTH JOURNAL",2015,"10.1016/j.dhjo.2014.09.012",1.345,45.38,"WOS:000351313400002",6,FALSE,FALSE,FALSE
"276",276,"https://www.ncbi.nlm.nih.gov/pubmed/30093286","J. Michael Smith and Justin M. Broyles and Ying Guo and Sami H. Tuffaha and David Mathes and Justin M. Sacks","Human acellular dermis increases surgical site infection and overall complication profile when compared with submuscular breast reconstruction: An updated meta-analysis incorporating new products(✰)","JOURNAL OF PLASTIC, RECONSTRUCTIVE & AESTHETIC SURGERY : JPRAS",2018,"10.1016/j.bjps.2018.06.012",2.228,62.81,"pubmed/30093286",4,FALSE,FALSE,FALSE
"277",277,"https://www.ncbi.nlm.nih.gov/pubmed/29566596
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5988942/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5988942/pdf/10.1177_1043454218762705.pdf","Suzanne Smolik and Lesley Arland and Mary Ann Hensley and Debra Schissel and Barbara Shepperd and Kristin Thomas and Cheryl Rodgers","Assessment Tools for Peripheral Neuropathy in Pediatric Oncology: A Systematic Review From the Children's Oncology Group","JOURNAL OF PEDIATRIC ONCOLOGY NURSING : OFFICIAL JOURNAL OF THE ASSOCIATION OF PEDIATRIC ONCOLOGY NURSES",2018,"10.1177/1043454218762705",1.67,74.58,"pubmed/29566596",0,NA,TRUE,TRUE
"278",278,"https://www.ncbi.nlm.nih.gov/pubmed/28146334
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5962963/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5962963/pdf/nihms871088.pdf","Mark B. Snowden and Lesley E. Steinman and Lucinda L. Bryant and Monique M. Cherrier and Kurt J. Greenlund and Katherine H. Leith and Cari Levy and Rebecca G. Logsdon and Catherine Copeland and Mia Vogel and Lynda A. Anderson and David C. Atkins and Janice F. Bell and Annette L. Fitzpatrick","Dementia and co-occurring chronic conditions: a systematic literature review to identify what is known and where are the gaps in the evidence?","INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY",2017,"10.1002/gps.4652",2.94,62.32,"pubmed/28146334",9,FALSE,FALSE,FALSE
"279",279,"https://www.ncbi.nlm.nih.gov/pubmed/25964921
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4410348/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4410348/pdf/fpubh-02-00213.pdf","Mark B. Snowden and Lesley E. Steinman and Whitney L. Carlson and Kara N. Mochan and Ana F. Abraido-Lanza and Lucinda L. Bryant and Michael Duffy and Bob G. Knight and Dilip V. Jeste and Katherine H. Leith and Eric J. Lenze and Rebecca G. Logsdon and William A. Satariano and Damita J. Zweiback and Lynda A. Anderson","Effect of physical activity, social support, and skills training on late-life emotional health: a systematic literature review and implications for public health research","FRONTIERS IN PUBLIC HEALTH",2015,"10.3389/fpubh.2014.00213",NA,NA,"pubmed/25964921",NA,FALSE,FALSE,FALSE
"280",280,"https://www.ncbi.nlm.nih.gov/pubmed/30081957
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6080535/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6080535/pdf/12904_2018_Article_354.pdf","Elizabeth Somes and Joanna Dukes and Adreanne Brungardt and Sarah Jordan and Kristen DeSanto and Christine D. Jones and Urvi Jhaveri Sanghvi and Khadijah Breathett and Jacqueline Jones and Hillary D. Lum","Perceptions of trained laypersons in end-of-life or advance care planning conversations: a qualitative meta-synthesis","BMC PALLIATIVE CARE",2018,"10.1186/s12904-018-0354-9",2.922,77.04,"pubmed/30081957",0,TRUE,NA,TRUE
"281",281,"https://www.ncbi.nlm.nih.gov/pubmed/28941668
https://spiral.imperial.ac.uk:8443/handle/10044/1/54943","Samatha Sonnappa and Brett McQueen and Dirkje S. Postma and Richard J. Martin and Nicolas Roche and Jonathan Grigg and Theresa Guilbert and Caroline Gouder and Emilio Pizzichini and Akio Niimi and Wanda Phipatanakul and Alison Chisholm and Ronald J. Dandurand and Alan Kaplan and Elliot Israel and Alberto Papi and Willem M. C. {van Aalderen} and Omar S. Usmani and David B. Price","Extrafine Versus Fine Inhaled Corticosteroids in Relation to Asthma Control: A Systematic Review and Meta-Analysis of Observational Real-Life Studies","THE JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY. IN PRACTICE",2018,"10.1016/j.jaip.2017.07.032",7.55,94.44,"pubmed/28941668",5,FALSE,FALSE,FALSE
"282",282,"https://www.ncbi.nlm.nih.gov/pubmed/28000146
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5330965/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5330965/pdf/13181_2016_Article_595.pdf","Cecilia J. Sorensen and Kristen DeSanto and Laura Borgelt and Kristina T. Phillips and Andrew A. Monte","Cannabinoid Hyperemesis Syndrome: Diagnosis, Pathophysiology, and Treatment-a Systematic Review","JOURNAL OF MEDICAL TOXICOLOGY : OFFICIAL JOURNAL OF THE AMERICAN COLLEGE OF MEDICAL TOXICOLOGY",2017,"10.1007/s13181-016-0595-z",NA,NA,"pubmed/28000146",52,TRUE,NA,TRUE
"283",283,"https://www.ncbi.nlm.nih.gov/pubmed/30288046
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6161732/
https://www.dovepress.com/getfile.php?fileID=44718","Madeline R. Sterling and Amy L. Shaw and Peggy Bk Leung and Monika M. Safford and Christine D. Jones and Emma K. Tsui and Diana Delgado","Home care workers in heart failure: a systematic review","JOURNAL OF MULTIDISCIPLINARY HEALTHCARE",2018,"10.2147/JMDH.S175512",NA,NA,"pubmed/30288046",1,TRUE,NA,TRUE
"284",284,"https://www.ncbi.nlm.nih.gov/pubmed/25112661
https://www.ncbi.nlm.nih.gov/books/NBK293163/
https://watermark.silverchair.com/ehu292.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAn4wggJ6BgkqhkiG9w0BBwagggJrMIICZwIBADCCAmAGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMMgm20RzpcBvv2KlTAgEQgIICMS4Q3cq-TVs2nrkCfERJ2qG8nt3tQHWvm5s_2QT_gwBHOQXBQVsNtv0phwoIDhsxQtFlLmkSGSDjZf7FH9dsoH34uQCPNY7GzsQw9CLoCI0AJ7LOxR80tkzQxaQ57iy4Q47i2M6on_C1iipXXV3J7L-oYhnfBp8IOCH1-Jfgit5-O64XEGLBDudqKPGJC2WK_1V07-wlHk4MJEIv8-PKSxtyJ1nVhxXmtxluZiWbfonWrdidjc72vO7OW9AKGkBDnRNUiaaI0ohl1UlgM7P87INuHeHljSVx29FjxtT573RMugapUAq0yzJD2JgVytMWOgTPE_8SJivrvHFy0dU7sITCyoTdyloEbgjkF_hCwonS8FHvATlujD9zODcUaDOtXc2Z5w3T_jaWVNctRg1SaV2g--BIBz74CQ2JUUzFsVMr8mHhldDtRwsP6hLVECP5L6QcJb7-TsLwfj8MVnmqOtCqz5uiYdemHAeF2ryAtPX9NEsIpiuhqqzhNsFIpIo0iEIYzkb914hlgaxdM99OfcqPxMS_OVmsC-Sk1zljMPU5bz3vJnUIIWTLmPue63kzNM22z9mr24c5mso-p5gYYsXlsLZRJxV2fR_iT4HE-Woi0Eo_Sz1nzteB1E-NFsLdrdfeCSYpflyIdDPhahHQh_41Ob4Y_olVC5Va5vLwogYkR1hySvoJF-4Yv2mQiyrxqUDNBNE13zdd1-r_4EETf4jDE5h5RBeIQ9IJXtpLhUTXpw","Stefan Stortecky and Bruno R. {da Costa} and Heinrich P. Mattle and John Carroll and Marius Hornung and Horst Sievert and Sven Trelle and Stephan Windecker and Bernhard Meier and Peter Jüni","Percutaneous closure of patent foramen ovale in patients with cryptogenic embolism: a network meta-analysis","EUROPEAN HEART JOURNAL",2015,"10.1093/eurheartj/ehu292",15.064,97.98,"pubmed/25112661",60,FALSE,FALSE,FALSE
"285",285,"https://www.ncbi.nlm.nih.gov/pubmed/24569702","Frances Tepolt and Patrick M. Carry and Patricia C. Heyn and Nancy H. Miller","Posterior sternoclavicular joint injuries in the adolescent population: a meta-analysis","THE AMERICAN JOURNAL OF SPORTS MEDICINE",2014,"10.1177/0363546514523386",4.362,97.92,"pubmed/24569702",15,FALSE,FALSE,FALSE
"286",286,"https://www.ncbi.nlm.nih.gov/pubmed/30101624","Pavlos Texakalidis and Stefanos Giannopoulos and Anil K. Jonnalagadda and Rohan V. Chitale and Pascal Jabbour and Ehrin J. Armstrong and Gregory G. Schwartz and Damianos G. Kokkinidis","Preoperative Use of Statins in Carotid Artery Stenting: A Systematic Review and Meta-analysis","JOURNAL OF ENDOVASCULAR THERAPY : AN OFFICIAL JOURNAL OF THE INTERNATIONAL SOCIETY OF ENDOVASCULAR SPECIALISTS",2018,"10.1177/1526602818794030",2.986,75.62,"pubmed/30101624",3,FALSE,FALSE,FALSE
"287",287,"https://www.ncbi.nlm.nih.gov/pubmed/30531578","Nichole B. Thorne and Taylor K. Soderborg and Jacqueline J. Glover and Lilian Hoffecker and Maryam Guiahi","Reproductive Health Care in Catholic Facilities: A Scoping Review","OBSTETRICS AND GYNECOLOGY",2019,"10.1097/AOG.0000000000003029",4.965,92.17,"pubmed/30531578",1,TRUE,NA,TRUE
"288",288,"https://www.ncbi.nlm.nih.gov/pubmed/28556176
https://accpjournals.onlinelibrary.wiley.com/doi/full/10.1002/phar.1962","Jennifer M. Trujillo and Jennifer Goldman","Lixisenatide, a Once-Daily Prandial Glucagon-Like Peptide-1 Receptor Agonist for the Treatment of Adults with Type 2 Diabetes","PHARMACOTHERAPY",2017,"10.1002/phar.1962",3.196,69.54,"pubmed/28556176",5,FALSE,FALSE,FALSE
